,Descriptive_ID,Pfam_ID,CL,Description,Gathering_threshold,Symbol,ML,Overlapping_family,Type
1314,BRCC36_C,PF18110.4,,BRCC36 C-terminal helical domain,23.1; 23.1;,BRCC36_C,81,,Domain
1315,BRCT,PF00533.29,CL0459,BRCA1 C Terminus (BRCT) domain,21.2; 21.2;,BRCT,79,,Family
1316,BRCT_2,PF16589.8,CL0459,"BRCT domain, a BRCA1 C-terminus domain",27.3; 27.3;,BRCT_2,85,,Family
1317,BRCT_3,PF18428.4,CL0459,BRCA1 C Terminus (BRCT) domain,26.1; 26.1;,BRCT_3,102,,Domain
1318,BRCT_assoc,PF12820.10,,Serine-rich domain associated with BRCT,27; 27;,BRCT_assoc,164,,Domain
1319,BRD4_CDT,PF17105.8,,C-terminal domain of bromodomain protein 4,27; 27;,BRD4_CDT,44,,Family
1320,BRE,PF06113.15,,Brain and reproductive organ-expressed protein (BRE),25.8; 25.8;,BRE,320,,Family
1321,BRE1,PF08647.14,,BRE1 E3 ubiquitin ligase,27.9; 27.9;,BRE1,95,,Family
1322,BRF1,PF07741.16,,Brf1-like TBP-binding domain,25; 25;,BRF1,102,,Domain
1323,BRI3,PF10164.12,,Brain protein I3,25.9; 25.9;,BRI3,106,,Family
1324,BRI3BP,PF14965.9,,Negative regulator of p53/TP53,27; 27;,BRI3BP,180,,Family
1325,BRICHOS,PF04089.17,,BRICHOS domain,25; 25;,BRICHOS,91,,Domain
1326,BRINP,PF19052.3,,BMP/retinoic acid-inducible neural-specific protein,27; 27;,BRINP,448,,Family
1327,BRK,PF07533.19,,BRK domain,23; 23;,BRK,44,,Domain
1328,BRO1,PF03097.21,CL0020,BRO1-like domain,35.1; 35.1;,BRO1,386,,Repeat
1329,BROMI,PF14961.9,,Broad-minded protein,25; 25;,BROMI,1292,,Family
1330,BRX,PF08381.14,,Transcription factor regulating root and shoot growth via Pin3,24.5; 24.5;,BRX,56,,Domain
1331,BRX_N,PF13713.9,,Transcription factor BRX N-terminal domain,24.5; 24.5;,BRX_N,37,,Domain
1332,BRX_assoc,PF16627.8,,Unstructured region between BRX_N and BRX domain,27; 27;,BRX_assoc,70,,Disordered
1333,BSD,PF03909.20,,BSD domain,24.6; 24.6;,BSD,58,,Domain
1334,BSMAP,PF12280.11,,Brain specific membrane anchored protein,25; 25;,BSMAP,197,,Family
1335,BSP,PF04450.15,CL0126,Peptidase of plants and bacteria,23.8; 23.8;,BSP,206,,Family
1336,BSP_II,PF05432.14,,Bone sialoprotein II (BSP-II),25.1; 25.1;,BSP_II,299,,Family
1337,BST2,PF16716.8,,Bone marrow stromal antigen 2,27; 27;,BST2,91,,Domain
1338,BT1,PF03092.19,CL0015,BT1 family,22; 22;,BT1,524,,Family
1339,BTAD,PF03704.20,CL0020,Bacterial transcriptional activator domain,22.1; 22.1;,BTAD,146,,Repeat
1340,BTB,PF00651.34,CL0033,BTB/POZ domain,20.5; 20.5;,BTB,111,,Domain
1341,BTB_2,PF02214.25,CL0033,BTB/POZ domain,21.4; 21.4;,BTB_2,94,,Domain
1342,BTB_3,PF16017.8,CL0033,BTB/POZ domain,22.3; 22.3;,BTB_3,106,,Domain
1343,BTD,PF09270.13,CL0066,Beta-trefoil DNA-binding domain,25; 25;,BTD,123,,Domain
1344,BTG,PF07742.15,,BTG family,23; 23;,BTG,117,,Family
1345,BTHB,PF18410.4,CL0306,Basic tilted helix bundle domain,25.6; 25.6;,BTHB,72,,Domain
1346,BTK,PF00779.22,,BTK motif,24; 24;,BTK,30,,Motif
1347,BTP,PF05232.15,,Chlorhexidine efflux transporter,25.6; 25.6;,BTP,64,,Family
1348,BTRD1,PF17660.4,,Bacterial tandem repeat domain 1,23; 10;,BTRD1,50,,Domain
1349,BTV_NS2,PF04514.15,,Bluetongue virus non-structural protein NS2,25; 25;,BTV_NS2,349,,Family
1350,BUD22,PF09073.13,,BUD22,37; 37;,BUD22,435,,Family
1351,BURAN,PF19257.2,,BURAN domain,27; 27;,BURAN,88,,Domain
1352,BURP,PF03181.18,,BURP domain,27; 27;,BURP,215,,Family
1353,B_lectin,PF01453.27,CL0186,D-mannose binding lectin,32.4; 32.4;,B_lectin,106,,Repeat
1354,B_solenoid_dext,PF18841.4,CL0268,Beta solenoid repeat from Dextranase,30; 28;,B_solenoid_dext,33,,Repeat
1355,B_solenoid_ydck,PF18836.4,CL0268,YdcK Beta solenoid repeat,30; 13;,B_solenoid_ydck,17,,Repeat
1356,Babuvirus_MP,PF07234.14,,Movement and RNA silencing protein,25; 25;,Babuvirus_MP,117,,Family
1357,BacA,PF02673.21,CL0292,Bacitracin resistance protein BacA,33.4; 33.4;,BacA,256,,Family
1358,Bac_A_amyl_C,PF18612.4,CL0369,Bacterial Alpha amylase C-terminal domain,25.9; 25.9;,Bac_A_amyl_C,69,,Domain
1359,Bac_DNA_binding,PF00216.24,CL0548,Bacterial DNA-binding protein,22.4; 22.4;,Bac_DNA_binding,90,,Domain
1360,Bac_DnaA,PF00308.21,CL0023,Bacterial dnaA  protein,23; 23;,Bac_DnaA,219,,Domain
1361,Bac_DnaA_C,PF08299.14,CL0123,Bacterial dnaA protein helix-turn-helix,31.5; 31.5;,Bac_DnaA_C,69,,Domain
1362,Bac_GDH,PF05088.15,CL0063,Bacterial NAD-glutamate dehydrogenase,23; 23;,Bac_GDH,1530,,Family
1363,Bac_GH3_C,PF18034.4,,Bacterial Glycosyl hydrolase family 3 C-terminal domain,27; 27;,Bac_GH3_C,137,,Domain
1364,Bac_RepA_C,PF18008.4,,Replication initiator protein A C-terminal domain,25; 25;,Bac_RepA_C,95,,Domain
1365,Bac_chlorC,PF02043.20,,Bacteriochlorophyll C binding protein,25; 25;,Bac_chlorC,80,,Family
1366,Bac_export_1,PF01311.23,,"Bacterial export proteins, family 1",27.8; 27.8;,Bac_export_1,230,,Family
1367,Bac_export_2,PF01312.22,,FlhB HrpN YscU SpaS Family,24.4; 24.4;,Bac_export_2,330,,Family
1368,Bac_export_3,PF01313.22,,"Bacterial export proteins, family 3",25; 25;,Bac_export_3,74,,Family
1369,Bac_globin,PF01152.24,CL0090,Bacterial-like globin,21; 21;,Bac_globin,121,,Domain
1370,Bac_luciferase,PF00296.23,,Luciferase-like monooxygenase,27.9; 27.9;,Bac_luciferase,314,,Domain
1371,Bac_rhamnosid,PF05592.14,CL0004,Bacterial alpha-L-rhamnosidase concanavalin-like domain,22.2; 22.2;,Bac_rhamnosid,102,,Domain
1372,Bac_rhamnosid6H,PF17389.5,CL0059,Bacterial alpha-L-rhamnosidase 6 hairpin glycosidase domain,24.5; 24.5;,Bac_rhamnosid6H,340,,Repeat
1373,Bac_rhamnosid_C,PF17390.5,,Bacterial alpha-L-rhamnosidase C-terminal domain,22.1; 22.1;,Bac_rhamnosid_C,78,,Domain
1374,Bac_rhamnosid_N,PF08531.13,CL0202,Alpha-L-rhamnosidase N-terminal domain,25; 25;,Bac_rhamnosid_N,172,,Domain
1375,Bac_rhodopsin,PF01036.21,CL0192,Bacteriorhodopsin-like protein,24.6; 24.6;,Bac_rhodopsin,224,,Domain
1376,Bac_small_YrzI,PF09501.13,,Probable sporulation protein (Bac_small_yrzI),23; 23;,Bac_small_YrzI,45,,Family
1377,Bac_thur_toxin,PF01338.21,,Bacillus thuringiensis toxin,25; 25;,Bac_thur_toxin,230,,Domain
1378,Bac_transf,PF02397.19,,Bacterial sugar transferase,27; 27;,Bac_transf,184,,Family
1379,Bacillus_HBL,PF05791.14,,Bacillus haemolytic enterotoxin (HBL),29.1; 29.1;,Bacillus_HBL,177,,Family
1380,Bacillus_PapR,PF05968.14,,Bacillus PapR protein,27; 27;,Bacillus_PapR,48,,Family
1381,Bact_hydrolase,PF20603.1,,Bacterial hydrolase,27; 27;,Bact_hydrolase,160,,Family
1382,Bact_lectin,PF18483.4,CL0004,Bacterial lectin,23; 23;,Bact_lectin,193,,Domain
1383,Bact_transglu_N,PF08379.13,,Bacterial transglutaminase-like N-terminal region,27; 27;,Bact_transglu_N,80,,Family
1384,BacteriocIIc_cy,PF12173.11,,Bacteriocin class IIc cyclic gassericin A-like,27; 27;,BacteriocIIc_cy,91,,Family
1385,Bacteriocin_II,PF01721.21,,Class II bacteriocin,24.5; 24.5;,Bacteriocin_II,35,,Family
1386,Bacteriocin_IIc,PF10439.12,CL0400,Bacteriocin class II with double-glycine leader peptide,27.1; 27.1;,Bacteriocin_IIc,62,,Family
1387,Bacteriocin_IId,PF09221.13,,Bacteriocin class IId cyclical uberolysin-like,23.6; 23.6;,Bacteriocin_IId,67,,Domain
1388,Bacteriocin_IIi,PF11758.11,,Aureocin-like type II bacteriocin,25; 25;,Bacteriocin_IIi,51,,Family
1389,Bacteroid_pep,PF14406.9,,Ribosomally synthesized peptide in Bacteroidetes,25; 25;,Bacteroid_pep,52,,Family
1390,Bactofilin,PF04519.16,CL0268,Polymer-forming cytoskeletal,27.9; 27.9;,Bactofilin,98,,Repeat
1391,Baculo_11_kDa,PF06143.14,,Baculovirus 11 kDa family,28.4; 28.4;,Baculo_11_kDa,84,,Family
1392,Baculo_19,PF04798.15,,Baculovirus 19 kDa protein conserved region,25; 25;,Baculo_19,143,,Family
1393,Baculo_8kDa,PF06096.14,,Baculoviridae 8.2 KDa protein,25; 25;,Baculo_8kDa,65,,Family
1394,Baculo_Ac102,PF06497.14,,Baculovirus Ac102,27; 27;,Baculo_Ac102,93,,Family
1395,Baculo_DNA_bind,PF04786.15,,ssDNA binding protein,25; 25;,Baculo_DNA_bind,248,,Family
1396,Baculo_E25,PF05274.14,,Occlusion-derived virus envelope protein E25,27; 27;,Baculo_E25,190,,Family
1397,Baculo_E56,PF04639.15,,"Baculoviral E56 protein, specific to ODV envelope",28.9; 28.9;,Baculo_E56,293,,Family
1398,Baculo_E66,PF04850.15,CL0372,Baculovirus E66 occlusion-derived virus envelope protein,26.5; 26.5;,Baculo_E66,387,,Family
1399,Baculo_F,PF12259.11,CL0595,Baculovirus F protein,24.1; 24.1;,Baculo_F,610,,Family
1400,Baculo_FP,PF03258.17,,Baculovirus FP protein,35; 35;,Baculo_FP,147,,Coiled-coil
1401,Baculo_IE-1,PF05290.14,CL0229,Baculovirus immediate-early protein (IE-0),33.1; 33.1;,Baculo_IE-1,141,,Family
1402,Baculo_LEF-10,PF07206.14,,Baculovirus late expression factor 10 (LEF-10),27; 27;,Baculo_LEF-10,71,,Family
1403,Baculo_LEF-11,PF06385.15,,Baculovirus LEF-11 protein,22; 22;,Baculo_LEF-11,93,,Family
1404,Baculo_LEF-2,PF03041.17,CL0242,lef-2,25; 25;,Baculo_LEF-2,165,,Family
1405,Baculo_LEF-3,PF05847.14,,Nucleopolyhedrovirus late expression factor 3 (LEF-3),25; 25;,Baculo_LEF-3,364,,Family
1406,Baculo_LEF5,PF04838.15,,Baculoviridae late expression factor 5,25; 25;,Baculo_LEF5,156,,Family
1407,Baculo_LEF5_C,PF11792.11,CL0167,Baculoviridae late expression factor 5 C-terminal domain,24; 24;,Baculo_LEF5_C,42,,Domain
1408,Baculo_ME53,PF06061.14,,Baculoviridae ME53,25; 25;,Baculo_ME53,330,,Family
1409,Baculo_ODV-E27,PF05314.14,,Baculovirus occlusion-derived virus envelope protein EC27,25; 25;,Baculo_ODV-E27,283,,Family
1410,Baculo_PEP_C,PF04513.15,,"Baculovirus polyhedron envelope protein, PEP, C terminus",38; 38;,Baculo_PEP_C,140,,Coiled-coil
1411,Baculo_PEP_N,PF04512.15,CL0123,"Baculovirus polyhedron envelope protein, PEP, N terminus",23.9; 23.9;,Baculo_PEP_N,111,,Family
1412,Baculo_PP31,PF05311.14,,Baculovirus 33KDa late protein (PP31),25; 25;,Baculo_PP31,272,,Family
1413,Baculo_RING,PF05883.14,CL0229,Baculovirus U-box/Ring-like domain,26.7; 26.7;,Baculo_RING,134,,Domain
1414,Baculo_VP1054,PF05789.14,,Baculovirus VP1054 protein,27; 27;,Baculo_VP1054,350,,Family
1415,Baculo_VP39,PF04501.15,,Baculovirus major capsid protein VP39,25; 25;,Baculo_VP39,244,,Family
1416,Baculo_VP91_N,PF08475.13,,Viral capsid protein 91 N-terminal,24; 24;,Baculo_VP91_N,192,,Family
1417,Baculo_Y142,PF04913.15,,Baculovirus Y142 protein,25; 25;,Baculo_Y142,440,,Family
1418,Baculo_gp41,PF04700.15,,Structural glycoprotein p40/gp41 conserved region,23.7; 23.7;,Baculo_gp41,185,,Family
1419,Baculo_gp64,PF03273.16,,Baculovirus gp64 envelope glycoprotein family,27; 27;,Baculo_gp64,494,,Family
1420,Baculo_helicase,PF04735.15,,Baculovirus DNA helicase,25; 25;,Baculo_helicase,1217,,Family
1421,Baculo_p24,PF05073.15,,Baculovirus P24 capsid protein,21.3; 21.3;,Baculo_p24,182,,Family
1422,Baculo_p26,PF04766.15,,Nucleopolyhedrovirus p26 protein,26; 26;,Baculo_p26,234,,Family
1423,Baculo_p33,PF05214.15,,Baculovirus P33,25; 25;,Baculo_p33,247,,Family
1424,Baculo_p47,PF05112.15,,Baculovirus P47 protein,25; 25;,Baculo_p47,306,,Family
1425,Baculo_p48,PF04878.16,,Baculovirus P48 protein,25; 25;,Baculo_p48,371,,Family
1426,Baculo_p74,PF04583.15,,Baculoviridae p74 conserved region,23; 10;,Baculo_p74,216,,Family
1427,Baculo_p74_N,PF08404.13,,Baculoviridae P74 N-terminal,25; 25;,Baculo_p74_N,300,,Family
1428,BaffR-Tall_bind,PF09256.13,CL0607,"BAFF-R, TALL-1 binding",21; 21;,BaffR-Tall_bind,30,,Domain
1429,BamHI,PF02923.18,CL0236,Restriction endonuclease BamHI,22.8; 22.8;,BamHI,157,,Domain
1430,Band_3_cyto,PF07565.16,CL0340,Band 3 cytoplasmic domain,34.3; 34.3;,Band_3_cyto,262,,Domain
1431,Band_7,PF01145.28,CL0433,SPFH domain / Band 7 family,23.1; 23.1;,Band_7,180,,Family
1432,Band_7_1,PF13421.9,CL0433,SPFH domain-Band 7 family,24; 24;,Band_7_1,211,,Domain
1433,Band_7_C,PF16200.8,,C-terminal region of band_7,29.1; 29.1;,Band_7_C,63,,Family
1434,Bap31,PF05529.15,,Bap31/Bap29 transmembrane region,22.7; 22.7;,Bap31,138,,Family
1435,Bap31_Bap29_C,PF18035.4,,Bap31/Bap29 cytoplasmic coiled-coil domain,30; 30;,Bap31_Bap29_C,52,,Coiled-coil
1436,Barstar,PF01337.21,,Barstar (barnase inhibitor),22.1; 22.1;,Barstar,80,,Domain
1437,Barttin,PF15462.9,,"Bartter syndrome, infantile, with sensorineural deafness (Barttin)",27; 27;,Barttin,223,,Family
1438,Barwin,PF00967.20,CL0199,Barwin family,21; 21;,Barwin,119,,Domain
1439,Baseplate,PF16774.8,,Baseplate protein,28; 28;,Baseplate,166,,Family
1440,Baseplate_J,PF04865.17,,Baseplate J-like protein,21.1; 21.1;,Baseplate_J,254,,Family
1441,Basic,PF01586.19,,Myogenic Basic domain,25; 25;,Basic,86,,Family
1442,BatA,PF07584.14,,Aerotolerance regulator N-terminal,25.9; 25.9;,BatA,77,,Domain
1443,BatD,PF13584.9,CL0159,BatD DUF11 like domain,24.1; 24.1;,BatD,91,,Domain
1444,Bax1-I,PF01027.23,CL0453,Inhibitor of apoptosis-promoting Bax1,34.1; 34.1;,Bax1-I,207,,Family
1445,BaxI_1,PF12811.10,CL0453,Bax inhibitor 1 like,26.2; 22.3;,BaxI_1,233,,Family
1446,Bcl-2,PF00452.22,CL0551,"Apoptosis regulator proteins, Bcl-2 family",31.4; 31.4;,Bcl-2,100,,Family
1447,Bcl-2_3,PF15286.9,CL0551,"Apoptosis regulator M11, B cell 2 leukaemia/lymphoma like",25; 25;,Bcl-2_3,126,,Family
1448,Bcl-2_BAD,PF10514.12,,"Pro-apoptotic Bcl-2 protein, BAD",28.2; 28.2;,Bcl-2_BAD,166,,Family
1449,BclA_C,PF18573.4,CL0100,BclA C-terminal domain,38; 38;,BclA_C,128,,Domain
1450,Bclt,PF15318.9,,Putative Bcl-2 like protein of testis,25; 25;,Bclt,192,,Family
1451,Bclx_interact,PF08945.13,,"Bcl-x interacting, BH3 domain",25; 25;,Bclx_interact,38,,Domain
1452,Bcr-Abl_Oligo,PF09036.13,,Bcr-Abl oncoprotein oligomerisation domain,23.1; 23.1;,Bcr-Abl_Oligo,73,,Domain
1453,BcrAD_BadFG,PF01869.23,CL0108,BadF/BadG/BcrA/BcrD ATPase family,31.5; 31.5;,BcrAD_BadFG,267,,Family
1454,BcsB,PF03170.16,CL0202,Bacterial cellulose synthase subunit,21; 21;,BcsB,600,,Family
1455,Bd3614-deam,PF14439.9,CL0109,Bd3614-like deaminase,38.5; 38.5;,Bd3614-deam,136,,Family
1456,Bd3614_N,PF14442.9,,Bd3614-like deaminase N-terminal,25; 25;,Bd3614_N,92,,Family
1457,Beach,PF02138.21,,Beige/BEACH domain,26.8; 26.8;,Beach,274,,Family
1458,Bee_toxin,PF17454.5,,Honey bee toxin,25; 25;,Bee_toxin,50,,Family
1459,BenE,PF03594.16,CL0062,Benzoate membrane transport protein,27; 27;,BenE,378,,Family
1460,Benyvirus_14KDa,PF07255.14,,Benyvirus 14KDa protein,29.3; 29.3;,Benyvirus_14KDa,123,,Family
1461,Benyvirus_P25,PF05744.14,,Benyvirus P25/P26 protein,25; 25;,Benyvirus_P25,225,,Family
1462,Bep_C_terminal,PF17841.4,,BID domain of Bartonella effector protein (Bep),29.5; 29.5;,Bep_C_terminal,97,,Domain
1463,Bestrophin,PF01062.24,,"Bestrophin, RFP-TM, chloride channel",24.2; 23.4;,Bestrophin,289,,Family
1464,BetR,PF08667.13,CL0123,BetR domain,21.6; 21.6;,BetR,148,,Domain
1465,Bet_v_1,PF00407.22,CL0209,Pathogenesis-related protein Bet v 1 family,22.4; 22.4;,Bet_v_1,151,,Domain
1466,Beta-APP,PF03494.16,,Beta-amyloid peptide (beta-APP),25; 25;,Beta-APP,39,,Family
1467,Beta-Casp,PF10996.11,CL0023,Beta-Casp domain,28.6; 28.6;,Beta-Casp,114,,Domain
1468,Beta-TrCP_D,PF12125.11,,D domain of beta-TrCP,25; 25;,Beta-TrCP_D,39,,Domain
1469,Beta-lactamase,PF00144.27,CL0013,Beta-lactamase,27; 27;,Beta-lactamase,330,,Domain
1470,Beta-lactamase2,PF13354.9,CL0013,Beta-lactamase enzyme family,22; 22;,Beta-lactamase2,215,,Domain
1471,Beta-prism_lec,PF16458.8,CL0568,Beta-prism lectin,25; 25;,Beta-prism_lec,131,,Repeat
1472,BetaGal_dom2,PF10435.12,CL0369,"Beta-galactosidase, domain 2",25; 25;,BetaGal_dom2,179,,Domain
1473,BetaGal_dom3,PF13363.9,,"Beta-galactosidase, domain 3",27; 27;,BetaGal_dom3,76,,Domain
1474,BetaGal_dom4_5,PF13364.9,CL0202,Beta-galactosidase jelly roll domain,23; 21;,BetaGal_dom4_5,114,,Domain
1475,Beta_elim_lyase,PF01212.24,CL0061,Beta-eliminating lyase,27; 27;,Beta_elim_lyase,291,,Domain
1476,Beta_helix,PF13229.9,CL0268,Right handed beta helix region,25.9; 25.9;,Beta_helix,158,,Repeat
1477,Beta_helix_2,PF18835.4,CL0268,Beta helix repeat of Inulin fructotransferase,30; 26.7;,Beta_helix_2,68,,Repeat
1478,Beta_helix_3,PF18889.3,CL0268,Beta helix repeat,27; 11;,Beta_helix_3,20,,Repeat
1479,Beta_lactamase3,PF17030.8,CL0381,Putative beta-lactamase-like family,33; 33;,Beta_lactamase3,214,,Family
1480,Beta_propel,PF09826.12,CL0186,Beta propeller domain,22.4; 22.4;,Beta_propel,511,,Repeat
1481,Beta_protein,PF14350.9,,Beta protein,27; 27;,Beta_protein,342,,Family
1482,BfiI_DBD,PF18243.4,CL0405,Metal-independent restriction enzyme BfiI DNA binding domain,25; 25;,BfiI_DBD,165,,Domain
1483,Bgal_small_N,PF02929.20,CL0103,Beta galactosidase small chain,25; 25;,Bgal_small_N,244,,Domain
1484,BiPBP_C,PF06832.15,CL0159,Penicillin-Binding Protein C-terminus Family,26.8; 26.8;,BiPBP_C,90,,Family
1485,BicD,PF09730.12,,Microtubule-associated protein Bicaudal-D,27.9; 27.9;,BicD,718,,Coiled-coil
1486,Big_1,PF02369.19,CL0159,Bacterial Ig-like domain (group 1),33.9; 33.9;,Big_1,64,,Domain
1487,Big_10,PF17964.4,CL0159,Bacterial Ig domain,22.9; 22.9;,Big_10,182,,Domain
1488,Big_11,PF18200.4,CL0159,Bacterial Ig-like domain,25; 20;,Big_11,80,,Domain
1489,Big_12,PF19078.3,CL0159,Bacterial Ig-like domain,27; 27;,Big_12,102,,Domain
1490,Big_13,PF19077.3,CL0159,Bacterial Ig-like domain,27; 27;,Big_13,102,,Domain
1491,Big_14,PF20251.1,CL0159,Bacterial Ig-like domain,27; 27;,Big_14,105,,Domain
1492,Big_15,PF20622.1,CL0159,Bacterial Ig domain (Big_16),27; 27;,Big_15,81,,Domain
1493,Big_2,PF02368.21,CL0159,Bacterial Ig-like domain (group 2),22.8; 22.8;,Big_2,79,,Domain
1494,Big_3,PF07523.15,CL0159,Bacterial Ig-like domain (group 3),21.2; 21.2;,Big_3,68,,Domain
1495,Big_3_2,PF12245.11,CL0159,Bacterial Ig-like domain,23.3; 10;,Big_3_2,125,,Domain
1496,Big_3_3,PF13750.9,CL0159,Bacterial Ig-like domain (group 3),27; 15.4;,Big_3_3,157,,Domain
1497,Big_3_4,PF13754.9,CL0159,Domain of unknown function,27.3; 27.3;,Big_3_4,105,,Domain
1498,Big_3_5,PF16640.8,CL0159,Bacterial Ig-like domain (group 3),35.5; 35.5;,Big_3_5,90,,Domain
1499,Big_4,PF07532.14,CL0159,Bacterial Ig-like domain (group 4),22.1; 22.1;,Big_4,59,,Domain
1500,Big_5,PF13205.9,CL0159,Bacterial Ig-like domain,23.6; 23.6;,Big_5,108,,Domain
1501,Big_6,PF17936.4,CL0159,Bacterial Ig domain,27.6; 27.6;,Big_6,83,,Domain
1502,Big_7,PF17957.4,CL0159,Bacterial Ig domain,24.1; 24.1;,Big_7,71,,Domain
1503,Big_8,PF17961.4,CL0159,Bacterial Ig domain,22.9; 22.9;,Big_8,102,,Domain
1504,Big_9,PF17963.4,CL0159,Bacterial Ig domain,23.6; 23.6;,Big_9,90,,Domain
1505,Bile_Hydr_Trans,PF04775.17,CL0159,Acyl-CoA thioester hydrolase/BAAT N-terminal region,27; 27;,Bile_Hydr_Trans,125,,Family
1506,Biliv-reduc_cat,PF09166.13,CL0139,"Biliverdin reductase, catalytic",24.5; 24.5;,Biliv-reduc_cat,113,,Domain
1507,Bim_N,PF06773.14,,Bim protein N-terminus,27; 27;,Bim_N,40,,Family
1508,Bin3,PF06859.15,CL0063,Bicoid-interacting protein 3 (Bin3),27; 27;,Bin3,108,,Family
1509,Binary_toxB,PF03495.17,CL0689,Clostridial binary toxin B/anthrax toxin PA Ca-binding domain,25; 10;,Binary_toxB,78,,Domain
1510,Binary_toxB_2,PF17475.5,,Clostridial binary toxin B/anthrax toxin PA domain 2,25; 25;,Binary_toxB_2,218,,Domain
1511,Binary_toxB_3,PF17476.5,,Clostridial binary toxin B/anthrax toxin PA domain 3,28.4; 28.4;,Binary_toxB_3,102,,Domain
1512,Bindin,PF02084.18,,Bindin,22; 22;,Bindin,238,,Family
1513,BioT2,PF15368.9,,Spermatogenesis family BioT2,27; 23.8;,BioT2,170,,Family
1514,BioW,PF03744.16,,6-carboxyhexanoate--CoA ligase,25; 25;,BioW,241,,Family
1515,BioY,PF02632.17,CL0315,BioY family,25; 25;,BioY,137,,Family
1516,Biopterin_H,PF00351.24,,Biopterin-dependent aromatic amino acid hydroxylase,22.7; 22.7;,Biopterin_H,331,,Domain
1517,Biotin_carb_C,PF02785.22,CL0105,Biotin carboxylase C-terminal domain,32.4; 32.4;,Biotin_carb_C,108,,Domain
1518,Biotin_carb_N,PF00289.25,CL0483,"Biotin carboxylase, N-terminal domain",25.5; 24.5;,Biotin_carb_N,110,,Domain
1519,Biotin_lipoyl,PF00364.25,CL0105,Biotin-requiring enzyme,22.1; 22.1;,Biotin_lipoyl,73,,Domain
1520,Biotin_lipoyl_2,PF13533.9,CL0105,Biotin-lipoyl like,23.3; 23.3;,Biotin_lipoyl_2,50,,Domain
1521,Birna_RdRp_C,PF20489.1,,"Birnavirus RNA dependent RNA polymerase (VP1), C-terminal",28; 28;,Birna_RdRp_C,106,,Domain
1522,Birna_RdRp_palm,PF04197.15,CL0027,"Birnavirus RNA dependent RNA polymerase (VP1), palm domain",25; 25;,Birna_RdRp_palm,531,,Domain
1523,Birna_VP1_thumb,PF20488.1,CL0027,"Birnavirus RNA dependent RNA polymerase (VP1), thumb domain",25; 25;,Birna_VP1_thumb,167,,Domain
1524,Birna_VP2,PF01766.20,CL0055,Birnavirus VP2 protein,27; 27;,Birna_VP2,442,,Family
1525,Birna_VP3,PF01767.19,,Birnavirus VP3 protein,22; 22;,Birna_VP3,227,,Family
1526,Birna_VP4,PF01768.19,,Birnavirus VP4 protein,24; 24;,Birna_VP4,259,,Family
1527,Birna_VP5,PF03042.17,,Birnavirus VP5 protein,25; 25;,Birna_VP5,135,,Family
1528,Blo-t-5,PF11642.11,,Mite allergen Blo t 5,21; 21;,Blo-t-5,119,,Family
1529,Blt1,PF12754.10,CL0072,Blt1 N-terminal domain,29.1; 29.1;,Blt1,150,,Domain
1530,Blt1_C,PF17183.7,,Get5 carboxyl domain,22.9; 22.9;,Blt1_C,51,,Domain
1531,BmKX,PF09132.13,CL0054,BmKX,24; 24;,BmKX,30,,Domain
1532,Bmp,PF02608.17,CL0144,ABC transporter substrate-binding protein PnrA-like,24.1; 24.1;,Bmp,302,,Family
1533,Bmt2,PF11968.11,CL0063,"25S rRNA (adenine(2142)-N(1))-methyltransferase, Bmt2",20; 20;,Bmt2,220,,Family
1534,BofA,PF07441.14,,SigmaK-factor processing regulatory protein BofA,26.1; 26.1;,BofA,75,,Family
1535,BofC_C,PF08955.13,,BofC C-terminal domain,21; 21;,BofC_C,74,,Domain
1536,BolA,PF01722.21,,BolA-like protein,25.7; 25.7;,BolA,78,,Family
1537,Bombesin,PF02044.20,,Bombesin-like peptide,18.1; 18.1;,Bombesin,14,,Family
1538,Bombinin,PF05298.14,,Bombinin,21.4; 21.4;,Bombinin,141,,Family
1539,Bombolitin,PF08096.14,,Bombolitin family,25; 25;,Bombolitin,17,,Family
1540,Borealin,PF10512.12,,Cell division cycle-associated protein 8,19.5; 19.5;,Borealin,120,,Family
1541,Borrelia_P13,PF05628.15,,Borrelia membrane protein P13,25; 25;,Borrelia_P13,138,,Family
1542,Borrelia_P83,PF05262.14,,Borrelia P83/100 protein,33.6; 33.6;,Borrelia_P83,489,,Family
1543,Borrelia_REV,PF03978.16,,Borrelia burgdorferi REV protein,27; 27;,Borrelia_REV,174,,Family
1544,Borrelia_orfA,PF02414.18,,Borrelia ORF-A,25.8; 25.8;,Borrelia_orfA,291,,Family
1545,Borrelia_orfD,PF02999.17,,Borrelia orf-D family,27; 27;,Borrelia_orfD,100,,Family
1546,Borrelia_orfX,PF04160.15,,Orf-X protein,25; 25;,Borrelia_orfX,154,,Family
1547,Bot1p,PF12298.11,CL0123,Eukaryotic mitochondrial regulator protein,23; 23;,Bot1p,172,,Family
1548,Botulinum_HA-17,PF05588.14,CL0066,Clostridium botulinum HA-17 domain,21; 21;,Botulinum_HA-17,146,,Domain
1549,Bowman-Birk_leg,PF00228.23,,Bowman-Birk serine protease inhibitor family,20.4; 20.4;,Bowman-Birk_leg,25,,Domain
1550,BphX,PF06139.15,,BphX-like,24.7; 24.7;,BphX,133,,Family
1551,BppL_N,PF18338.4,CL0606,Lower baseplate protein N-terminal domain,25.8; 25.8;,BppL_N,25,,Repeat
